100, 0.12910
200, 0.12892
300, 0.12884
400, 0.12880
500, 0.12875
600, 0.12869
700, 0.12862
800, 0.12852
900, 0.12841
1000, 0.12827
1100, 0.12809
1200, 0.12788
1300, 0.12762
1400, 0.12730
1500, 0.12690
1600, 0.12640
1700, 0.12578
1800, 0.12500
1900, 0.12404
2000, 0.12285
2100, 0.12141
2200, 0.11971
2300, 0.11775
2400, 0.11557
2500, 0.11320
2600, 0.11070
2700, 0.10811
2800, 0.10544
2900, 0.10263
3000, 0.09953
3100, 0.09580
3200, 0.09058
3300, 0.08184
3400, 0.06736
3500, 0.05042
3600, 0.03643
3700, 0.02646
3800, 0.01969
3900, 0.01512
4000, 0.01197
4100, 0.00973
4200, 0.00810
4300, 0.00688
4400, 0.00594
4500, 0.00520
4600, 0.00460
4700, 0.00412
4800, 0.00372
4900, 0.00338
5000, 0.00309
5100, 0.00285
5200, 0.00263
5300, 0.00245
5400, 0.00228
5500, 0.00214
5600, 0.00201
5700, 0.00189
5800, 0.00179
5900, 0.00170
6000, 0.00161
6100, 0.00153
6200, 0.00146
6300, 0.00140
6400, 0.00134
6500, 0.00128
6600, 0.00123
6700, 0.00118
6800, 0.00114
6900, 0.00110
7000, 0.00106
7100, 0.00102
7200, 0.00099
7300, 0.00096
7400, 0.00093
7500, 0.00090
7600, 0.00087
7700, 0.00085
7800, 0.00082
7900, 0.00080
8000, 0.00078
8100, 0.00076
8200, 0.00074
8300, 0.00072
8400, 0.00070
8500, 0.00069
8600, 0.00067
8700, 0.00065
8800, 0.00064
8900, 0.00062
9000, 0.00061
9100, 0.00060
9200, 0.00059
9300, 0.00057
9400, 0.00056
9500, 0.00055
9600, 0.00054
9700, 0.00053
9800, 0.00052
9900, 0.00051
10000, 0.00050
10100, 0.00049
10200, 0.00048
10300, 0.00047
10400, 0.00047
10500, 0.00046
10600, 0.00045
10700, 0.00044
10800, 0.00044
10900, 0.00043
11000, 0.00042
11100, 0.00042
11200, 0.00041
11300, 0.00040
11400, 0.00040
11500, 0.00039
11600, 0.00039
11700, 0.00038
11800, 0.00038
11900, 0.00037
12000, 0.00037
12100, 0.00036
12200, 0.00036
12300, 0.00035
12400, 0.00035
12500, 0.00034
12600, 0.00034
12700, 0.00033
12800, 0.00033
12900, 0.00032
13000, 0.00032
13100, 0.00032
13200, 0.00031
13300, 0.00031
13400, 0.00031
13500, 0.00030
13600, 0.00030
13700, 0.00030
13800, 0.00029
13900, 0.00029
14000, 0.00029
14100, 0.00028
14200, 0.00028
14300, 0.00028
14400, 0.00027
14500, 0.00027
14600, 0.00027
14700, 0.00027
14800, 0.00026
14900, 0.00026
15000, 0.00026
15100, 0.00025
15200, 0.00025
15300, 0.00025
15400, 0.00025
15500, 0.00025
15600, 0.00024
15700, 0.00024
15800, 0.00024
15900, 0.00024
16000, 0.00023
16100, 0.00023
16200, 0.00023
16300, 0.00023
16400, 0.00023
16500, 0.00022
16600, 0.00022
16700, 0.00022
16800, 0.00022
16900, 0.00022
17000, 0.00021
17100, 0.00021
17200, 0.00021
17300, 0.00021
17400, 0.00021
17500, 0.00021
17600, 0.00020
17700, 0.00020
17800, 0.00020
17900, 0.00020
18000, 0.00020
18100, 0.00020
18200, 0.00019
18300, 0.00019
18400, 0.00019
18500, 0.00019
18600, 0.00019
18700, 0.00019
18800, 0.00019
18900, 0.00018
19000, 0.00018
19100, 0.00018
19200, 0.00018
19300, 0.00018
19400, 0.00018
19500, 0.00018
19600, 0.00018
19700, 0.00017
19800, 0.00017
19900, 0.00017
20000, 0.00017
20100, 0.00017
20200, 0.00017
20300, 0.00017
20400, 0.00017
20500, 0.00016
20600, 0.00016
20700, 0.00016
20800, 0.00016
20900, 0.00016
21000, 0.00016
21100, 0.00016
21200, 0.00016
21300, 0.00016
21400, 0.00016
21500, 0.00015
21600, 0.00015
21700, 0.00015
21800, 0.00015
21900, 0.00015
22000, 0.00015
22100, 0.00015
22200, 0.00015
22300, 0.00015
22400, 0.00015
22500, 0.00015
22600, 0.00014
22700, 0.00014
22800, 0.00014
22900, 0.00014
23000, 0.00014
23100, 0.00014
23200, 0.00014
23300, 0.00014
23400, 0.00014
23500, 0.00014
23600, 0.00014
23700, 0.00014
23800, 0.00014
23900, 0.00013
24000, 0.00013
24100, 0.00013
24200, 0.00013
24300, 0.00013
24400, 0.00013
24500, 0.00013
24600, 0.00013
24700, 0.00013
24800, 0.00013
24900, 0.00013
25000, 0.00013
25100, 0.00013
25200, 0.00013
25300, 0.00012
25400, 0.00012
25500, 0.00012
25600, 0.00012
25700, 0.00012
25800, 0.00012
25900, 0.00012
26000, 0.00012
26100, 0.00012
26200, 0.00012
26300, 0.00012
26400, 0.00012
26500, 0.00012
26600, 0.00012
26700, 0.00012
26800, 0.00012
26900, 0.00012
27000, 0.00011
27100, 0.00011
27200, 0.00011
27300, 0.00011
27400, 0.00011
27500, 0.00011
27600, 0.00011
27700, 0.00011
27800, 0.00011
27900, 0.00011
28000, 0.00011
28100, 0.00011
28200, 0.00011
28300, 0.00011
