100, 0.1437858
200, 0.0510812
300, 0.0226327
400, 0.0119468
500, 0.0071855
600, 0.0047272
700, 0.0032950
800, 0.0023818
900, 0.0017622
1000, 0.0013244
1100, 0.0010068
1200, 0.0007723
1300, 0.0005971
1400, 0.0004651
1500, 0.0003650
1600, 0.0002888
1700, 0.0002305
1800, 0.0001857
1900, 0.0001512
2000, 0.0001245
2100, 0.0001039
2200, 0.0000879
2300, 0.0000754
2400, 0.0000657
2500, 0.0000582
2600, 0.0000523
2700, 0.0000476
2800, 0.0000440
2900, 0.0000411
3000, 0.0000389
3100, 0.0000371
3200, 0.0000357
3300, 0.0000346
3400, 0.0000338
3500, 0.0000331
3600, 0.0000326
3700, 0.0000321
3800, 0.0000318
3900, 0.0000315
4000, 0.0000313
4100, 0.0000311
4200, 0.0000310
4300, 0.0000309
4400, 0.0000308
4500, 0.0000307
4600, 0.0000307
4700, 0.0000306
4800, 0.0000306
4900, 0.0000306
5000, 0.0000305
5100, 0.0000305
5200, 0.0000305
5300, 0.0000305
