100, 0.0917602
200, 0.0332849
300, 0.0187054
400, 0.0126566
500, 0.0093311
600, 0.0072005
700, 0.0057115
800, 0.0046154
900, 0.0037816
1000, 0.0031331
1100, 0.0026205
1200, 0.0022100
1300, 0.0018780
1400, 0.0016070
1500, 0.0013841
1600, 0.0011996
1700, 0.0010458
1800, 0.0009171
1900, 0.0008089
2000, 0.0007174
2100, 0.0006398
2200, 0.0005738
2300, 0.0005174
2400, 0.0004691
2500, 0.0004276
2600, 0.0003918
2700, 0.0003610
2800, 0.0003343
2900, 0.0003111
3000, 0.0002910
3100, 0.0002735
3200, 0.0002582
3300, 0.0002448
3400, 0.0002330
3500, 0.0002228
3600, 0.0002137
3700, 0.0002057
3800, 0.0001987
3900, 0.0001925
4000, 0.0001871
4100, 0.0001822
4200, 0.0001779
4300, 0.0001741
4400, 0.0001707
4500, 0.0001677
4600, 0.0001650
4700, 0.0001626
4800, 0.0001605
4900, 0.0001586
5000, 0.0001569
5100, 0.0001553
5200, 0.0001540
5300, 0.0001528
5400, 0.0001517
5500, 0.0001507
5600, 0.0001498
5700, 0.0001490
5800, 0.0001483
5900, 0.0001477
6000, 0.0001471
6100, 0.0001466
6200, 0.0001461
6300, 0.0001457
6400, 0.0001453
6500, 0.0001450
6600, 0.0001447
6700, 0.0001444
6800, 0.0001442
6900, 0.0001439
7000, 0.0001437
7100, 0.0001435
7200, 0.0001434
7300, 0.0001432
7400, 0.0001431
7500, 0.0001430
7600, 0.0001429
7700, 0.0001428
7800, 0.0001427
7900, 0.0001426
8000, 0.0001425
8100, 0.0001424
8200, 0.0001424
8300, 0.0001423
8400, 0.0001423
8500, 0.0001422
8600, 0.0001422
8700, 0.0001421
8800, 0.0001421
8900, 0.0001421
9000, 0.0001420
9100, 0.0001420
9200, 0.0001420
9300, 0.0001420
9400, 0.0001419
9500, 0.0001419
9600, 0.0001419
9700, 0.0001419
9800, 0.0001419
9900, 0.0001419
10000, 0.0001419
10100, 0.0001418
